Character,Quote
peggy,ME PAGAN EL VIAJE USTEDES A CANARIAS? PORQUE YO ESTOY POBRE https://t.co/s0XDRrnp40
peggy,"@Iberia Pues oye... Al ir a pagar, me decia que si queria menu de hamburguesa 15 euros, que si queria otro menu 18… https://t.co/DZRBmrezDz"
peggy,Ryanair: “juegue limpio a partir de ahora” https://t.co/2DC0rDugOV https://t.co/4WxVLDyMQo
peggy,.@Ryanair_ES .@Ryanair Así están los compartimentos después de quitar a los viajeros las maletas de cabina. Medio v… https://t.co/BSQailM3yH
peggy,"Desastre @Iberia  - Me cansé de reclamar PINES, me envían y me envían, y ninguno funciona. Hace años que soy socia… https://t.co/gN695x3Ced"
peggy,Ryanair lanza 100.000 asientos baratos para atacar la oferta de Iberia https://t.co/dMgZ1tvHwu
peggy,"Se habla de la leche que se está pegando el Sabadell. Pero la de IAG (Iberia) es aún mayor, eh.
(-6,35%)
https://t.co/DtIsIf3Xkj"
peggy,Iberia tendrá más vuelos semanales entre San Juan y Madrid https://t.co/4R5Vc8A8Mb
peggy,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/eqj7XtiVhL"
peggy,Nueva incorporación a la flota!! A340 de @Iberia Mat. EC-LEU y parche de Pucará!!! Gracias @pela31 !!! https://t.co/anZnqzhyu7
peggy,@Iberia Y.... AGP? 🤔🤔🤔
peggy,Ryanair felicita la Navidad con huelga https://t.co/S4u5oNusL6 https://t.co/Hx3B7BwmC6
peggy,"@AvionesenEzeiza @Iberia @SpottersArg Venia el 777 francés también pero me quedo lejos, otra vez será"
peggy,"Elegante ""zasca"" aeroportuario a algunas compañías aéreas y también a asociaciones/patronales que les representan. https://t.co/aBKbVA6q3j"
peggy,"Ryanair, easyJet y Vueling dominan el tráfico aéreo hacia España. https://t.co/spG4kb5jXQ #negocios #turismo"
peggy,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/fVfUa1fM2y"
peggy,@Iberia Es un tour empezando en Barcelona y termina en Madrid. Recortiendo  ciudades de la costa.gracias x contestar Iberia.besos.
peggy,@Iberia hola. Huelga. Yo vuelo el 22/12. Se pueden ver afectados los vuelos entre el aeropuerto de Varsovia y el de BCN? Gracias
peggy,"“muy bien remunerados” Que sutiles sois @Ryanair. Y más bien las huelgas se comunican, no se amenazan. La huelga es… https://t.co/87aqrfnVCf"
peggy,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/X397Fd9TZl"
peggy,me he vuelto una señora. Trabajo con bufanda y mantita de Iberia
peggy,"@Iberia Hola, cómo puedo cambiar la opción de comida en el vuelo IB6844 EZE-MAD del 13/01? Gracias"
peggy,@elena_rms @Iberia Iberia es una puta mierda #Boicot
peggy,#OTGala2 las azafatas de Ryanair y Virgin
peggy,Un buen técnico que mandó a Iberia a jugar con equipos de barrio. https://t.co/QRegmmrUpG
peggy,"@Iberia Ofertas, pero desde 24/ENE/16 Mad/Ccs, con robo mis 3 equipajes/mano, culpa despelote sobrecarga espacios, no me monto ni regalado."
peggy,"@vueling buenos días, los groupones de avios de 8.000 avios se pueden asociar a la tarjeta que aparece en vueling c… https://t.co/ULPniOEE2V"
peggy,"@Iberia hola, llevo intentando hacer check in desde ayer pero no hay manera. Cuando se solucionará?"
peggy,@Iberia necesito saber cuánto antes qué puedo hacer. Y dejar este asunto resuelto. Gracias
peggy,@javier_mateo @Iberia Pues siii. Esto ya es de vergüenza!!! #IberiaArruinandoMiNavidad
peggy,"@vanturrisima @Iberia Por eso sacó por iberia, aunque yo quería LH para que por lo menos estara en Frankfurt."
peggy,@Ryanair IRLANDA!! https://t.co/rZoeyvesJ4
peggy,Los pilotos ganan: Ryanair acepta que existe la representación laboral - Ryanair anuncia que ha escrito a los sindi… https://t.co/6Hz4KfpQhx
peggy,@BaliLaIsla @EdSinTw Los ceniceros en los aviones me tocaron en el Vuelo a Madrid en un avión viejo de Iberia. Que… https://t.co/OZma4zYsNA
peggy,Luego nos quejamos que si Ryanair tal y cual... https://t.co/WNiUYxEXd8
peggy,"@iberia basura de trato al cliente, al final iremos a juicio por una maleta, bueno y por quedarme calva por vuestra culpa..."
peggy,@VagamundosViaje @algoqrecordar @MadridTB @Iberia @lacosmopolilla @organizotuviaje @ViajamosJunto @alba_luna_… https://t.co/dUktILDHK7
peggy,@SilOsitos @Iberia 77 y viaja sola? una genia
peggy,Ryanair está regalando 2 billetes gratis a todo el mundo después de la cancelación de más de 2000 vuelos.... https://t.co/WG79FQW9HB
peggy,"@ariveiser Es que salvo el tema comida, tampoco hay mucha diferencia en las low cost. Por lo menos las que conozco:… https://t.co/p49UCdCNSr"
peggy,"Alberto Gallego, nombrado CEO de Willis Towers Watson Iberia https://t.co/C2TYkfHCOH"
peggy,#TipicoDeNavidad que @Iberia pierda tu maleta y le valga madres darte una respuesta. @Profeco @TurismoMadrid tengo… https://t.co/RyAdH5EHnS
peggy,"#ProgramadeMano desde la sala #Chaikovsky en Moscú 21/2/16
🎼mpromptu nº 1 y nº 3 #Schubert 
🎼Sonata para piano nº 3… https://t.co/sMowlRaHN2"
peggy,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/oMx8vLo4mZ"
peggy,Sindicato alemán en Ryanair hará huelga mañana https://t.co/IJFNKotNjb
peggy,O Mérida como en la Hispania Romana https://t.co/ve7w7NtKEW
peggy,@Iberia porque no logro a llamar vuestra compania ? Los numeros no funcionan. Quiero hablar con alguien para mi mal… https://t.co/IxMq50ajye
peggy,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/CTrCRPCmfz"
peggy,@JyGodot Ultima llamada para los pasajeros del vuelo @Iberia 7234 con destino Pochinki
peggy,Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid https://t.co/KAIqDJhkgP https://t.co/lOYIrnH5a7
peggy,Señores de @Iberia cada vez que los ciclistas que volamos con su compañía con nuestras bicis TEMBLAMOS cuando abrim… https://t.co/isH2Prk1y9
peggy,Desafío de O'Leary al Sepla: se niega a reconocer al sindicato en Ryanair https://t.co/hJkwxHqszR vía @CincoDiascom
peggy,por qué habláis como habitantes de Iberia?
peggy,Quien lo diría!!! Parece k no a roto un plato nunca.Pero cuando se sube al bichito  te transformas.Mucha suerte cra… https://t.co/EB36yi3jUd
peggy,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/IxmNhK38Rf
peggy,"Que suerte!!!!

Sorpresa a bordo para los pasajeros de un vuelo nacional de Iberia https://t.co/o5b0q276AG"
peggy,"Atila Carbon S equipazo !!!! LIQUI MOLY Iberia INSA TURBO - opony 4x4 Cecauto Rectificados Minguez, S.A. Farina Evolución HEL Performance"
peggy,#Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso... https://t.co/j5UUDIXwjo
peggy,@Iberia servicio 24 horas??? Jajajajajaja
peggy,@rafaleonortega @guia_fantasy Lacito rojo y en Ryanair pa Madrid
peggy,@eldiarioes @desalambre Aún no os habéis hecho eco de las terribles colas que ha formado @Iberia por su escasez de… https://t.co/AQICNbwsSV
peggy,@Iberia Me gustaría saber por que no es posible modificar el nombre y el apellido de un pasajero cuando todavía est… https://t.co/SbYhlE4Bmw
peggy,#Irlanda | Pilotos de aerolínea #Ryanair iniciaron huelga por mejores remuneraciones salariales… https://t.co/h7R6i0VdAi
peggy,"@colombaboero @LATAM_CHI Q lata cuando pasan esas cosas, a mi me dejaron en tierra a la vuelta d Chile el vuelo era… https://t.co/DTTO6EH1eN"
peggy,@Iberia Tienen información respecto al vuelo IB6844 Buenos Aires-Madrid? Gracias!!
peggy,Es la primera vez que me desembarcan para contar los pasajeros de @Iberia  en @Gatwick_Airport #NeverEndingStory https://t.co/PitdivQS7E
peggy,"@iberiaexpress Buenos dias @iberia! Preciosa foto de nuestro padre Teide, orgullo de todos los canarios y por supue… https://t.co/gVvHCpoZ2d"
peggy,Iberia lanza vuelos a 25 euros con motivo del Black #Friday https://t.co/lwsZJkFeCF
peggy,amigos de @Iberia: acabo de pagar un viaje con una tarjeta que caduca antes de la fecha de dicho viaje. ¿no habrá n… https://t.co/wXqBdB1zIh
peggy,"@Iberia Y por aquí expreso lo que siento, como he hecho por vía telefónica, e-mail y demás, y de todas ellas he salido sin apenas respuesta."
peggy,"Norwegian lanza vuelos low cost desde Madrid a Estados Unidos para competir con Iberia
https://t.co/Dz4PAdpAdG

via #squidapp"
peggy,"Elektromaten Iberia por EspacioPropio + OficinaTransversal

Recibimos el encargo para la realización de las... https://t.co/wuwq9Hw7OC"
peggy,Si una cosa tengo clara en la vida es que Ryanair sólo si no hay otra opción y siempre con Priority. Antes le quito… https://t.co/DYoXZTlPda
peggy,Me gustó un video de @YouTube https://t.co/bCe02chylJ LLAMO A IBERIA PARA RECLAMAR MI MALETA PERDIDA Y PASA ESTO (100% REAL)
peggy,@jllabellon @La_Vermutera @Conxinf @_Itinerem @mallorcaenfotos @Virginia_Rexach @balearestb @PerdidoenMca… https://t.co/jy4BjSUcdy
peggy,"También puedes llamar al número de at. Cliente de @Iberia  puedes hacerlo, claro, si lo unico que quieres es hablar con una maquina."
peggy,@Iberia ¿Un viaje gratis es mucho pedir?🤣 Por suerte voy cómoda en la ventanilla y sin nadie al lado. Os habéis librado de mi ira 😈
peggy,Nuevo espacio #premium de Iberia en la T4S de Madrid-Barajas con capacidad para 500 personas… https://t.co/Zal1W2sbl9
peggy,Ryanair reconocerá a los sindicatos de pilotos como interlocutores https://t.co/3dPnYbj17h
peggy,"Las 'low cost' Ryanair y Vueling, a la cabeza de los retrasos en los aeropuertos https://t.co/iDH9msgtbE vía @elmundoes"
peggy,"Ryanair cuando no tienen gas suficiente: ""es que si hubiéramos venido despacio, habríamos gastado menos y sí habría… https://t.co/zXbtUypSuN"
peggy,"con 100€ hablando claro puedo ir a 4 países más con ryanair, así q no, no lo voy a pagar por una maleta pues"
peggy,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/BcXksCguHA"
peggy,"@Cayetano_Lopez @okdiario No,jajaja lo siento.Spanair también lo hacía cuando fue comprada por el grupo catalán y e… https://t.co/v9xsO9LFop"
peggy,El personal de tierra de Ryanair en España convoca huelga el próximo día 30 de diciembre https://t.co/Tj3i1Bori4 #Noticias
peggy,"@Iberia Hola. Les acabo de dar todos los datos. Por favor, me urge mucho solucionar el tema porque necesito ese vuelo"
peggy,"EL PAÍS Economía Hoy hace 90 años que despegó el primer avión de Iberia, entre Madrid y Barcelona. El billete costa… https://t.co/XrhN4T35xI"
peggy,@infoSCQ @Ryanair El vuelo de @vueling desde londres aun no ha despegado... Aquí seguimos :(
peggy,"@FerranAntequera @pfbarbadillo @antoniobanos_  jajaja los indepes son tremendos, ahora harán boicot a Vueling despu… https://t.co/0Xobb91Vxq"
peggy,@SirChandlerBlog Yo me la jugué hace un tiempo compre en aerolíneas a Madrid y después iberia a Bruselas y me salio… https://t.co/mOoMuci7Wt
peggy,@Iberia FAVOR COMPARTIR. QUE PASA CON IBERIA QUE COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER… https://t.co/rirc10kDKT
peggy,@albertoms81 @AinoaIrurre Una experiencia extraodinaria trabajar con @AinoaIrurre y con todos vosotr@s equipo de RH… https://t.co/rTPG3O74kB
peggy,Habrá que contactar con los amigos que tienen muchos seguidores para que @iberia se responsabilice del mal trato que hace al equipaje
peggy,@Iberia BCN -  PALMA   Y. BCN - MALAGA.
peggy,POLÉMICA. Un pasajero de Ryanair se cansó por la ley internacional.
peggy,No termino de entender x q cuando compras un vuelo con @Iberia o @Rumbo es imposible anularlo sin perder el 100% de… https://t.co/onexx2MVUx
peggy,RT EPturismo: De la Serna espera que se pueda alcanzar un acuerdo entre Iberia y sindicatos ante el anuncio de huelga en El Prat https://t…
peggy,"El camino del exceso, Iberia sumergida!! https://t.co/j50rQ7nbcE"
peggy,SE BARRUNTABA lluvia... pero al final los astros del Iberia han hecho que la mañana haya sido esplendida para... https://t.co/1pq5S57Lcy
peggy,"@victormafema @Iberia Hola @victormafema , @Iberia te ha dado alguna solución? llevo esperando del aeropuerto 4 dias ya casi"
peggy,Alguien tiene experiencia en reclamar con Ryanair cuando un vuelo es cancelado por la huelga de los putos gabachos?
peggy,@Iberia me parece una indecencia que no se pueda acceder al checking en vuestra web y al día siguiente te encuentre… https://t.co/0AhYbN8MfX
peggy,"@Iberia no será mucho abuso que a Madrid en Oct un vuelo salga 621, nov 622, dic 638 y ENERO 1146 ???"
peggy,"@Iberia hago una prereserva, web me dice que cuando confirme ya hacemos lo de los avios... voy a confirmar la reser… https://t.co/nVSPkSD1Qw"
peggy,"¿La compañía de viaje preferida de Ryan Goslin?

RYANAIR."
peggy,Cómo de raro es que siempre que viajo en Ryanair y tengo billete prioritario elijo el mismo asiento. Mismo número. Misma letra.
peggy,@Iberia no soluciona este tema https://t.co/krWIY6quOv
peggy,Reconstruyen en video accidente aéreo del Spanair 5022 en el aeropuerto de Barajas https://t.co/HfklLxyKRi https://t.co/FjeS3OB38J
peggy,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/AtgPYVkmMF"
peggy,"Retraso de 10 horas ? 
Chinga tú madre Iberia...!! 😡"
peggy,@Iberia @CristiOnline Gracias. Ya lo logré!!!
peggy,Ryanair quiere adelantar a Niki Lauda en su puja por hacerse con la quebrada Niki https://t.co/VszbTUeAKZ https://t.co/rijbWcnhaV
peggy,@MrDeportivista @Javi1773 A ver..un ejemplo..venga..yo en Ryanair compro asiento en fila 3 y hago cola con mi malet… https://t.co/wf2n80u4im
peggy,@Mark_Ox @Iberia Frecuentemente veo fotacas tuyas de Iberia 👏👏
peggy,@SupermanlopezN @Iberia @giroditalia Son unas bestias. No les importa nada.
peggy,@juanaeslava @Avianca Wamos operará ese ruta por varias semanas al menos. Y eso que al menos operaron el vuelo -por… https://t.co/VXaWDTW2X3
peggy,Los pilotos españoles de Ryanair exigen una negociación sindical a la aerolínea https://t.co/nA0yUhn6Z8
peggy,@SusanaFabregas @Iberia No podría haberlo descrito mejor. Decidí volar con @Iberia porque pensaba que estaría cubie… https://t.co/fmcybniSTC
peggy,#HolaColombia y Hola a la nueva @Iberia. Los que nos entienden a quienes nos encanta viajar.
peggy,Hola @Iberia. otro anyo mas mi maleta no ha llegado al aeropuerto de asturias. en el mostrador de reclamationes sol… https://t.co/AKPiTbxpvc
peggy,#LoMásVisto Un pasajero de Ryanair en un ala del avión cansado de esperar para salir https://t.co/zjKL4zKzjR (video)
peggy,@Mago_Yin_CSM Al fin jodió Iberia!!!!! 😈😈😈😈😈😈
peggy,@Mrjjosorio Porque no vuelas en Iberia
peggy,@UltimaLlamada_ @Iberia @iberiaexpress @AirFranceES @vueling @AirEuropa @Ryanair @Norwegian_ES @easyJet @volotea La… https://t.co/5RVeK9NHbe
peggy,No sé por qué pero la musiquilla de ryanair me hace sentir bieeen
peggy,@ChumelTorres @Iberia Apóyenme con likes y RT por favor! No puedo conseguir los medicamentos sin receta médica y el… https://t.co/YutKz5LAvf
peggy,En video: pasajero furioso intenta bajarse por el ala de avión https://t.co/gEOalBEAYs
peggy,@Iberia #HolaArgentina 🌎 ✈✈✈✈  BCN allá vamos ✈✈✈✈
peggy,"Esa me vale!! La espera está siendo laaaaaargaaaaa... gracias @Iberia por ""ayudarme a ampliar mi cultura""...… https://t.co/vbeTUKCR2h"
peggy,@_IvanStark Buenas. Mi pareja tiene sentencia firme por el abandono de Iberia en Praga. Le han indemnizado con 600… https://t.co/bgbMMnb084
peggy,@javimoreno14 @Schiphol @Iberia @iberiaexpress Estoy etiquetando todos los tweets relacionados con el vuelo de… https://t.co/3XlK7oFyMM
peggy,"@radiogofio @uby77 No encuentro el recorrido exacto, pero por las fotos diría que el Iberia y puede que el Santa Ca… https://t.co/bc1hBB1lhS"
peggy,Hola @Iberia a pesar de que lo ponéis muy difícil esto de poder reclamar el derecho a ser compensado por 24 horas d… https://t.co/6i74gZam6z
peggy,"Con @Ryanair son todo facilidades, no contentos con romper la maleta y atender la reclamación en el propio aeropuer… https://t.co/wFp0nl57nJ"
peggy,#MVT21D Cataluña siempre a la vanguardia ideológica de nuestra Iberia vieja !! Ejemplo de inteligencia y de lucha p… https://t.co/YWwXmwXNzy
peggy,"La aportación de Cepeda :_ para que Aitana le pregunte si fue en ryanair
#OTDirecto31D"
peggy,Hace unos días leí que si quieres hacer conexión con Europa desde Venezuela que no viajes con tap Portugal. Aja y c… https://t.co/VMjxsASrkg
peggy,"Joe, en una aeronave andar por el ala sin conocimientos técnicos de por donde pisar para no poner en peligro la seg… https://t.co/3KTYOwjI2x"
peggy,"El A330 de Iberia de hoy estuvo en Santo Domingo, Tokio y Johannesburgo #anli"
peggy,2017: el año en que Ryanair se lio con las vacaciones de los pilotos https://t.co/qd1qpYlH2e https://t.co/NLuWNzaJa9
peggy,"Diario @BdE: Ryanair busca convertirse en el Amazon de los viajes desde sus ofi… https://t.co/qVjgjKqUV7, see more https://t.co/Q8Qmk6pGmI"
peggy,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/nrKa9eNnY1"
peggy,@Iberia @IberiaBR_PT Consulté dos que me informaron que no había preferencia. En la cola estaban ninos y viejos. Ne… https://t.co/28BKHK8V1K
peggy,"@SupermanlopezN @Iberia @giroditalia Españoles tenían que ser.Racistas,  ladrones, violadores y asesinos de nuestro… https://t.co/XTcmXcNKQY"
peggy,Un hombre desespera y escapa de un avión de Ryanair por la puerta de emergencia https://t.co/QooJw2oAfM https://t.co/6x8BoiOEIP
peggy,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/XLOO4szWAT"
peggy,@Iberia De Barcelona a Fuerteventura pasando por Londres y Madrid.  ¿Estamos locos o qué? https://t.co/tFerrIEl4e
peggy,@Iberia #HolaColombia Iberia llévame contigo
peggy,"Aún siendo una especie protegida con una regresión del 50% en sus poblaciones, siguen muriendo sisones por caza ile… https://t.co/cnjVM6tZol"
peggy,Las carteras del cole de los niños no pasarían ni como equipaje de mano en Ryanair. Hoy me he tropezado con una y c… https://t.co/yIg8RpfbIa
peggy,O persoL de Masol Iberia Biofuel mobilízanse para esixir melloras salariais e sociais https://t.co/fRTuseZ6l6 https://t.co/MG1er8N0Xk
peggy,@elnacionalcat Vueling...setenciada....norwegiann...ryanair...easyjet sera que no hi hsn opcions desde Bcn.
peggy,"@Lady13Santapura Pues con la mierda de maleta que me permiten los de Ryanair, doy gracias si me caben mas de 2 pantalones."
peggy,Para @iberia @vueling 7h perdidas valen una merienda y una comida. A los precios que se come en el aeropuerto no es… https://t.co/jnNLjI2Tkr
peggy,American Airlines intenta evitar una cancelación masiva de vuelos como la de Ryanair https://t.co/ZfTI8amkO4 Americ… https://t.co/6hu9ozw2yP
peggy,Off to Palma de Mallorca con @Iberia #seguimos
peggy,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/ZgNk69OKU6
peggy,@iberia o el peor sistema de login de la historia... #sinonimos
peggy,@Ryanair @Ryanair_ES Necesito ayuda con unos billetes!!
peggy,"@vueling @Iberia no paran d trolearme, no contentos con dejarm 7h n tierra m dan tiket d comida d restaurants cerra… https://t.co/KNked6NXhy"
peggy,#vuelosUIO Iberia 6453 demorado. Hora estimada de llegada 19:52. Confirme con la aerolinea. Telf 2818085.
peggy,"@Iberia No hay problema. Entre otras cosas, me han dado unfollow 😢"
peggy,Iberia incógnita: Lagarteranas https://t.co/NDgSMNspgB
peggy,"@JesmVidal @reinaodiosa La verdad, he disfrutado de muchas ciudades,  ahora Iberia  en eso ha cambiado un poco, pero se sigue disfrutando."
peggy,Los pilotos de Ryanair desconvocan la huelga en Italia pero los TCP e ingenieros piden ser reconocidos… https://t.co/cDaVflh7p3
peggy,"@ivan_cortina @Iberia Cuando se pierden maletas, te responden el tweet. Pero a la hora de liarla así, ni eso. Y lo… https://t.co/I5VcHRx5kr"
peggy,@Ryanair_ES ¿Cuál es la caducidad de una tarjeta regalo de Ryanair? No consigo verlo por ninguna parte 🤔 ¡Gracias!
peggy,Usan el mismo software que Ryanair o qué https://t.co/6FjUoGgIz9
peggy,@Iberia Gracias por la respuesta pero sigo sin saber si voy a tener que buscarme la vida para llegar a Navidad con… https://t.co/Qfgpue5FgV
peggy,En el mostrador de @Ryanair_ES @Ryanair para el vuelo 3035 la que atiende además de ser una impertinente no quería… https://t.co/IRXZEsGMfp
peggy,Los pilotos de Ryanair crean en España su propia sección sindical dentro del Sepla https://t.co/HZAmyRk7m4 https://t.co/RQgi8OG9l0
peggy,@Fotomaf @Iberia te recomiendo los avisos de Google Flight.
peggy,@slalanda @Iberia @Fjlopezm Bueno... puntualizar que @Fjlopezm aún no tiene tantos. Un poco cascado sí está pero no… https://t.co/PSd0o1Kkzm
peggy,"@Iberia hola, tengo un problema. Al hacer checking para un vuelo BUD-LON-MAD para mañana el pasajero aparece en lis… https://t.co/OHVceJZUA1"
peggy,@Iberia Al final sobraron huecos en el avión y yo tuve que esperar 40 min por la maleta. Revisad las variables con… https://t.co/SaXGyD2vXg
peggy,"@SvirusKlion @JORDI_ANJAUMA No te voy a recordar los. Iberia del barsa con mou por no darte las navidades, semis en Champions incluidas"
peggy,Y si amplías la foto se ve mi casa 😬 https://t.co/SI89H57fBe
peggy,"200 VACANTES - RYANAIR BUSCA TÉCNICOS I., PROGRAMADORES Y DESARROLLADORES WEB https://t.co/bNGhd1tZXF"
peggy,@Iberia #holacolombia 🙌🏻sueño con conocer la magia de Europa!!! Algun dia volare con ustedes 💃🇪🇸
peggy,@Iberia necesito factura (comprobante oficial en México) y no me la envían aun cuando la compra fue en pesos y en I… https://t.co/kCpmxXic69
peggy,Internacional ✈️ | Un pasajero de la aerolínea Ryanair que aparentemente se hartó de esperar para salir de un avión… https://t.co/Yb3QFLjQ32
peggy,"@carreteandoblog Viajo en la aerolinea Level desde Barcelona, y combino con Ryanair. Todo low cost"
peggy,Qatar Airways (1º) e Iberia (2º) fueron nombradas como las aerolíneas más puntuales en el último semestre con 91.15… https://t.co/njQGlQ3VpP
peggy,@controladores @20m No hay que ser un sabio para descubrir que la calidad del servicio en clase económica viene en… https://t.co/3Mum88UAJb
peggy,#HolaEuropa @Iberia  rumbo  paris!!😀☺ https://t.co/XYIA6aTCxo
peggy,@ridaura2000 @Iberia Con lo fácil que sería hacer las cosas bien...
peggy,@paconadal @Iberia Nosotros volamos hace poco con ellos y en la maquina nos ofrecia cambiar de asiento gratuitament… https://t.co/Q6DNWQJBf6
peggy,El @Iberia  procedente de madrid nos traía hoy arcoiris al @aeropuerto_LCG #ACoruña https://t.co/vVr7DAcp48
peggy,Las nuevas propagandas de Iberia me hacen pensar que cada vez falta menos para que compren nuevamente Aerolíneas Argentinas
peggy,Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/mRBMNpL970
peggy,"Línea Directa, Ryanair y la larga lista de empresas que estafan con los 902 https://t.co/lLx7koIQ7C #interesante"
peggy,New post (Ryanair finaliza el acuerdo de distribución de GDS con Amadeus) has been published on Adhestibas https://t.co/DpzQVUx7Nm
peggy,"#Alicante Ryanair rebaja un 15% sus precios desde Alicante con motivo del ""Black Friday"" https://t.co/qHGeZxZt6J https://t.co/V2nrlL5OCs"
peggy,"¿Ysabes lo peor @Iberia?No solo losufrimos tus clientes,sino tu personal q s l q aguanta nuestras quejas.Bonita empresa qni cuida a su gente"
peggy,1000 gracias a los 2 muchachos bien majetes de la puerta K95-Barajas por ayudarnos a volver a casa! Cuando @Iberia… https://t.co/urUJ722tK8
peggy,"@JuditLpez Síí Ryanair es jajaja y de vuelta también Ryanair, yo a lo barato XDDDDD"
peggy,Desastrosa @iberia en clase bsns tokio madrid Como pasar de los menus de Arola y vinos de bandera a dar pescado mar… https://t.co/eZMfdDJyfe
peggy,Oye @policia despues de cuanto tiempo secuestrado en un avión nos aconsejáis a llamar al 112? Si fuera en AMS que n… https://t.co/MtezHGp0nM
peggy,Ryanair aplaza hasta 2018 el pago por embarcar la maleta de mano. https://t.co/YLulAeCS5a
peggy,"""Iberia Express lanza una promoción de 5.000 billetes a 5 euros"" https://t.co/GLVKut4OJO #noticias #feedly"
peggy,@Ryanair Madrid
peggy,Juraría que es Gesundbrunnen xD https://t.co/AOlNkb69Di
peggy,@Iberia 72horas después de aterrizar en Madrid consigo por canales paralelos saber dónde están mis maletas. Las mal… https://t.co/qF9LxTIOQ6
peggy,"me acabo de enterar que Ryanair hace vuelos a Sudamérica; yo flipo.
Me imagino a la gente bajando del vuelo besando… https://t.co/McvM6dLuxE"
peggy,Iberia y otras nueve compañías aéreas cancelan sus vuelos a Turquía vía @hosteltur https://t.co/i6TXwIinLl
peggy,@danielkardenas @Iberia que el colmo! se ven varias quejas de otros usuarios! @Iberia
peggy,"Entonces Iberia,a los pasajeros del vuelo de ayer Tenerife - Madrid,nos tendrían qué haber echo la ola.... 3 horas… https://t.co/6eE3vKBplD"
peggy,@Iberia hay forma de que me hagan válida mi tarjeta Plata en el vuelo que voy a abordar y que en mostrador dicen qu… https://t.co/wm68m7Nikn
peggy,@vueling hola compre pasajes  por Iberia y me salio un vuelo por su compañía. quería saber si trato con uds. un cam… https://t.co/c0QbhmxOIu
peggy,"@ryanair gracias por hacerme ver que viajar contigo es una bonita forma de  morir esperando a embarcar.😑  Así, no. 🖕 https://t.co/qqfu4tqnYT"
peggy,"Costos puerta a puerta de mi ida a Londres:
Ida: 
- tram al aeropuerto de Colonia, 2.75€, 
- vuelo por Flybe 20€
-… https://t.co/CwjbWJGckU"
peggy,Ryanair contratará 100 nuevos tripulantes de cabina en España - https://t.co/hsLQbdkXEK por @MunozParreno
peggy,@Iberia Ya no hace falta. Justo ahora recibí un SMS por el cual el 27 llegan las maletas. Con lo cual 5 días sin ma… https://t.co/xCThJNroAZ
peggy,@matiasmartin Casualmente desde hace 6 meses la low cost de Iberia (Level) hace la ruta Ezeiza-Barcelona 5 veces por semana.
peggy,@Cesj1995 @Iberia @AIT_MX Muchas gracias por la información.
peggy,@Ryanair anuncia una nueva ruta entre Valencia 🇪🇸 y Palermo   🇮🇹 https://t.co/hzj6ZqEBVu
peggy,Ryanair no se conforma sólo con los vuelos https://t.co/YAanI0vgNA https://t.co/oXwKEgCqnG
peggy,@juanmerodio @Iberia Siempre con sus respuestas enlatadas estas empresas. Necesitan un curso tuyo de urgencia.
peggy,#iberia una vez mas un desastre retraso de mas de una hora con el vuelo a Viena y la educacion de las azafatas deja… https://t.co/STXmsGGZMO
peggy,El personal de tierra de Ryanair en España convoca huelga el próximo día 30 de diciembre https://t.co/w4zQ63EeZt
peggy,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/4CqmVG4exg"
peggy,Ryanair retrasa a 2018 su nueva pol�tica de equipajes que incluir� un pago por embarcar la maleta de mano https://t.co/2YfzZvNlNs
peggy,@Iberia Gracias por la atención en Twitter
peggy,"Las mejores ofertas de empleo IT de España: Endesa, Mercadona y Ryanair https://t.co/W2Bnswohfs vía @ticbeat https://t.co/QlxEUD6aZ0"
peggy,Fantástico 10 minutos en espera en call center del 901 de @Iberia y sigo
